,0
4885,8804
4886,1917
4887,8219
4888,15537
4889,8884
4890,11261
4891,11093
4892,9640
4893,2482
4894,13557
4895,9044
4896,1325
4897,15671
4898,3734
4899,3067
4900,9735
4901,6589
4902,12847
4903,333
4904,14039
4905,6625
4906,6781
4907,11700
4908,13336
4909,5044
4910,9005
4911,7311
4912,7458
4913,15598
4914,520
4915,5049
4916,13302
4917,10085
4918,4724
4919,2130
4920,12018
4921,7287
4922,8478
4923,2616
4924,2278
4925,14996
4926,11010
4927,8395
4928,1148
4929,1563
4930,14228
4931,10775
4932,810
4933,10710
4934,755
4935,8506
4936,8883
4937,2367
4938,11421
4939,8344
4940,15200
4941,7078
4942,2450
4943,15521
4944,5748
4945,14561
4946,12837
4947,6518
4948,13937
4949,5048
4950,10260
4951,7640
4952,3284
4953,3901
4954,15471
4955,15451
4956,12403
4957,12361
4958,11320
4959,9669
4960,7335
4961,9254
4962,1427
4963,3388
4964,1521
4965,14936
4966,13060
4967,15740
4968,13902
4969,9762
4970,15094
4971,12875
4972,14211
4973,1112
4974,9746
4975,15721
4976,655
4977,1815
4978,1515
4979,5208
4980,11541
4981,11590
4982,14187
4983,14291
4984,5930
4985,9424
4986,1638
4987,1232
4988,4936
4989,3975
4990,4225
4991,10444
4992,6753
4993,8338
4994,11818
4995,9520
4996,735
4997,14434
4998,8664
4999,7942
5000,10123
5001,10559
5002,11724
5003,7160
5004,14443
5005,10144
5006,11531
5007,1567
5008,9886
5009,2793
5010,7430
5011,3412
5012,390
5013,14026
5014,8463
5015,3004
5016,11205
5017,14020
5018,6103
5019,4298
5020,11507
5021,14244
5022,7063
5023,11497
5024,5864
5025,10272
5026,87
5027,14365
5028,8639
5029,4902
5030,9414
5031,9027
5032,7674
5033,10416
5034,3792
5035,2236
5036,7278
5037,12804
5038,7449
5039,11279
5040,13203
5041,11743
5042,13352
5043,8048
5044,3612
5045,3845
5046,2667
5047,6637
5048,9281
5049,8699
5050,13671
5051,4564
5052,9887
5053,12856
5054,4513
5055,13762
5056,2359
5057,15354
5058,10808
5059,14180
5060,1137
5061,4538
5062,9237
5063,3709
5064,9064
5065,3806
5066,15381
5067,15066
5068,3987
5069,9014
5070,1102
5071,5237
5072,2092
5073,7277
5074,5098
5075,570
5076,2551
5077,14440
5078,10752
5079,14876
5080,14185
5081,8422
5082,4259
5083,5729
5084,8959
5085,6292
5086,8430
5087,13536
5088,10563
5089,3333
5090,12490
5091,3042
5092,784
5093,1710
5094,933
5095,15271
5096,8243
5097,8170
5098,13291
5099,10751
5100,6870
5101,5070
5102,10006
5103,1968
5104,1386
5105,10656
5106,539
5107,6707
5108,10091
5109,3997
5110,5460
5111,10040
5112,7178
5113,12407
5114,3547
5115,6475
5116,12210
5117,9745
5118,8121
5119,11306
5120,13079
5121,13895
5122,10170
5123,657
5124,12548
5125,13306
5126,15636
5127,3439
5128,644
5129,4212
5130,3092
5131,5219
5132,8403
5133,11113
5134,11877
5135,3262
5136,5097
5137,15180
5138,14179
5139,12559
5140,12661
5141,693
5142,3086
5143,14899
5144,1744
5145,12885
5146,2339
5147,13715
5148,796
5149,297
5150,8622
5151,6320
5152,9892
5153,12233
5154,5412
5155,12642
5156,11166
5157,2523
5158,839
5159,923
5160,2670
5161,2251
5162,7983
5163,692
5164,1320
5165,11849
5166,7875
5167,5176
5168,15599
5169,7177
5170,2029
5171,13453
5172,850
5173,15727
5174,2852
5175,210
5176,5705
5177,14524
5178,15194
5179,7416
5180,8021
5181,10093
5182,11725
5183,4027
5184,8151
5185,66
5186,3634
5187,5345
5188,10116
5189,6146
5190,13673
5191,11582
5192,1169
5193,12352
5194,2430
5195,9663
5196,6917
5197,14281
5198,1011
5199,11318
5200,14929
5201,3123
5202,1918
5203,10433
5204,13943
5205,11031
5206,6193
5207,10483
5208,10871
5209,8870
5210,9536
5211,4900
5212,6910
5213,3312
5214,9444
5215,4519
5216,12330
5217,14738
5218,9488
5219,2308
5220,11535
5221,182
5222,7901
5223,2497
5224,2400
5225,9954
5226,13910
5227,11901
5228,116
5229,3217
5230,4294
5231,2875
5232,2176
5233,8781
5234,8535
5235,13505
5236,4806
5237,5336
5238,10740
5239,463
5240,5542
5241,5850
5242,15526
5243,1536
5244,15465
5245,12640
5246,7230
5247,3921
5248,13115
5249,296
5250,12941
5251,8770
5252,7245
5253,8894
5254,13670
5255,1943
5256,846
5257,8414
5258,11036
5259,2324
5260,6328
5261,1312
5262,4369
5263,5291
5264,6984
5265,127
5266,7626
5267,8739
5268,7600
5269,8679
5270,10873
5271,10237
5272,10294
5273,2386
5274,7081
5275,13792
5276,9901
5277,2485
5278,8562
5279,6705
5280,12859
5281,11125
5282,12963
5283,3942
5284,10554
5285,11515
5286,8561
5287,8589
5288,15074
5289,2832
5290,36
5291,13758
5292,11344
5293,6735
5294,15513
5295,5238
5296,1212
5297,13949
5298,11830
5299,11516
5300,3133
5301,11773
5302,10911
5303,3459
5304,15449
5305,12042
5306,11748
5307,2776
5308,12590
5309,8844
5310,3591
5311,9
5312,5447
5313,12758
5314,14233
5315,4572
5316,5956
5317,4301
5318,6802
5319,11761
5320,13339
5321,4189
5322,8341
5323,9967
5324,1405
5325,8945
5326,11974
5327,4609
5328,2577
5329,13989
5330,4108
5331,1505
5332,220
5333,14859
5334,12854
5335,7854
5336,8605
5337,12085
5338,3545
5339,4993
5340,1621
5341,12135
5342,5178
5343,11563
5344,6513
5345,1430
5346,11157
5347,2300
5348,12430
5349,6864
5350,1242
5351,10810
5352,6571
5353,13816
5354,10645
5355,12132
5356,8720
5357,8141
5358,6797
5359,12411
5360,816
5361,1969
5362,9888
5363,13752
5364,750
5365,2416
5366,12818
5367,3145
5368,2290
5369,14308
5370,769
5371,1499
5372,5254
5373,13730
5374,9665
5375,5071
5376,412
5377,3535
5378,7173
5379,12466
5380,6265
5381,7476
5382,14406
5383,6931
5384,7468
5385,8718
5386,6464
5387,11686
5388,6074
5389,11390
5390,8571
5391,11345
5392,3843
5393,10055
5394,5899
5395,2296
5396,13340
5397,7438
5398,10194
5399,5808
5400,8690
5401,4926
5402,3608
5403,2402
5404,8501
5405,7136
5406,12698
5407,5788
5408,239
5409,11367
5410,14648
5411,7203
5412,8975
5413,8758
5414,1811
5415,11583
5416,3548
5417,13045
5418,13406
5419,12547
5420,704
5421,9373
5422,11566
5423,3719
5424,12445
5425,2686
5426,1574
5427,9457
5428,14411
5429,6730
5430,913
5431,2034
5432,1802
5433,10061
5434,13216
5435,3588
5436,2781
5437,3593
5438,10718
5439,10360
5440,8567
5441,2011
5442,9229
5443,3033
5444,14036
5445,6528
5446,14444
5447,1252
5448,7581
5449,8673
5450,11396
5451,829
5452,4263
5453,14338
5454,12639
5455,13648
5456,10602
5457,7683
5458,1392
5459,11277
5460,8985
5461,8017
5462,5328
5463,9997
5464,14120
5465,1145
5466,1238
5467,1308
5468,15622
5469,8582
5470,5812
5471,2795
5472,10167
5473,6091
5474,12377
5475,265
5476,9164
5477,12881
5478,15473
5479,15264
5480,9690
5481,14721
5482,3630
5483,13815
5484,3952
5485,12212
5486,15567
5487,13169
5488,1114
5489,815
5490,11101
5491,3161
5492,13889
5493,455
5494,15720
5495,9949
5496,14060
5497,11077
5498,5449
5499,8530
5500,287
5501,1086
5502,10730
5503,15015
5504,8724
5505,11707
5506,547
5507,7097
5508,8385
5509,4718
5510,840
5511,7607
5512,602
5513,6895
5514,12656
5515,4300
5516,258
5517,6301
5518,11875
5519,12760
5520,15682
5521,14351
5522,11417
5523,4231
5524,13821
5525,13987
5526,12291
5527,5571
5528,15687
5529,11973
5530,13163
5531,1552
5532,1527
5533,5890
5534,7612
5535,9186
5536,7481
5537,6551
5538,7123
5539,11825
5540,7824
5541,3415
5542,14678
5543,10312
5544,5908
5545,10275
5546,14357
5547,13301
5548,2216
5549,79
5550,1792
5551,1730
5552,3399
5553,10569
5554,624
5555,7313
5556,7805
5557,1097
5558,4131
5559,11966
5560,15475
5561,537
5562,12596
5563,13439
5564,12504
5565,12511
5566,11393
5567,11824
5568,3276
5569,10408
5570,13663
5571,9547
5572,137
5573,8863
5574,9974
5575,2003
5576,8063
5577,2858
5578,564
5579,6492
5580,5590
5581,1490
5582,1591
5583,8771
5584,2155
5585,4295
5586,2226
5587,10459
5588,7775
5589,14358
5590,7432
5591,2555
5592,14429
5593,11054
5594,5075
5595,9200
5596,11977
5597,5664
5598,14119
5599,9971
5600,2382
5601,14746
5602,6529
5603,12565
5604,6824
5605,10920
5606,7314
5607,13968
5608,9627
5609,6000
5610,2030
5611,13355
5612,15105
5613,15676
5614,8117
5615,7610
5616,7886
5617,15136
5618,13836
5619,13785
5620,9648
5621,3419
5622,7058
5623,4398
5624,14292
5625,6664
5626,8231
5627,6559
5628,9677
5629,4689
5630,6129
5631,8943
5632,14926
5633,3803
5634,6505
5635,8796
5636,14278
5637,8435
5638,14592
5639,8586
5640,5577
5641,2267
5642,6431
5643,9408
5644,2175
5645,10796
5646,14397
5647,2028
5648,2385
5649,5603
5650,532
5651,4833
5652,2619
5653,13003
5654,11357
5655,11253
5656,8052
5657,9703
5658,6635
5659,4036
5660,10783
5661,2499
5662,11839
5663,1183
5664,14764
5665,13796
5666,3653
5667,3313
5668,15453
5669,8944
5670,11580
5671,4244
5672,15207
5673,4544
5674,8564
5675,425
5676,1462
5677,643
5678,10515
5679,6977
5680,3322
5681,940
5682,9388
5683,8911
5684,1788
5685,13187
5686,1049
5687,4877
5688,15395
5689,6184
5690,15356
5691,6706
5692,8332
5693,8879
5694,9212
5695,4262
5696,8784
5697,13041
5698,5028
5699,4864
5700,5317
5701,1191
5702,10574
5703,8427
5704,848
5705,901
5706,13828
5707,6510
5708,11906
5709,3235
5710,2764
5711,12253
5712,4952
5713,8268
5714,10613
5715,9152
5716,5614
5717,121
5718,7262
5719,6969
5720,4187
5721,3096
5722,9128
5723,14861
5724,1364
5725,205
5726,3278
5727,14109
5728,11463
5729,4420
5730,7535
5731,9513
5732,4622
5733,12481
5734,7946
5735,4898
5736,13906
5737,7025
5738,14908
5739,6070
5740,8203
5741,8892
5742,9266
5743,11258
5744,4076
5745,13917
5746,14014
5747,3587
5748,14239
5749,14476
5750,3559
5751,15260
5752,6496
5753,5503
5754,9214
5755,11570
5756,1396
5757,5696
5758,8855
5759,10744
5760,3448
5761,472
5762,7167
5763,13431
5764,5493
5765,7065
5766,14176
5767,1734
5768,5819
5769,11416
5770,10746
5771,6536
5772,4953
5773,10964
5774,6592
5775,14469
5776,528
5777,13327
5778,14784
5779,4490
5780,6275
5781,10526
5782,10532
5783,9213
5784,3039
5785,11414
5786,10793
5787,7381
5788,4407
5789,2825
5790,13313
5791,14586
5792,13304
5793,9354
5794,15505
5795,5066
5796,12692
5797,8326
5798,5975
5799,10497
5800,6656
5801,10993
5802,9813
5803,4251
5804,15112
5805,2183
5806,3350
5807,10266
5808,14217
5809,5220
5810,13286
5811,3152
5812,3711
5813,12224
5814,6612
5815,14240
5816,9456
5817,6063
5818,8737
5819,11248
5820,14666
5821,1748
5822,13775
5823,10184
5824,2190
5825,7850
5826,5582
5827,4463
5828,3182
5829,5832
5830,14273
5831,15710
5832,3140
5833,13688
5834,5929
5835,13107
5836,7562
5837,10396
5838,15107
5839,11212
5840,406
5841,7668
5842,4418
5843,14813
5844,4075
5845,14778
5846,6163
5847,4768
5848,8934
5849,7995
5850,10239
5851,2638
5852,10641
5853,6355
5854,8616
5855,14372
5856,9541
5857,4427
5858,10164
5859,3967
5860,10136
5861,4454
5862,12850
5863,8234
5864,3428
5865,818
5866,6381
5867,6247
5868,3053
5869,15339
5870,4334
5871,2595
5872,3247
5873,241
5874,6603
5875,4998
5876,9613
5877,6071
5878,6842
5879,5312
5880,316
5881,3138
5882,8607
5883,6204
5884,4875
5885,15172
5886,15541
5887,13285
5888,1604
5889,9211
5890,7924
5891,14723
5892,3616
5893,5976
5894,11133
5895,14819
5896,10268
5897,3287
5898,12296
5899,1653
5900,13571
5901,8204
5902,7704
5903,2227
5904,14332
5905,3641
5906,5492
5907,1586
5908,3065
5909,7530
5910,11598
5911,15159
5912,7354
5913,6345
5914,2148
5915,9723
5916,12399
5917,12288
5918,5627
5919,6774
5920,2690
5921,15486
5922,14700
5923,4374
5924,4563
5925,2249
5926,9274
5927,8089
5928,2853
5929,1973
5930,15583
5931,8324
5932,4112
5933,9479
5934,2439
5935,9553
5936,11672
5937,10284
5938,12091
5939,9458
5940,1690
5941,5366
5942,8429
5943,7172
5944,10068
5945,7351
5946,11915
5947,10865
5948,4313
5949,9467
5950,8413
5951,47
5952,11967
5953,2963
5954,13596
5955,2045
5956,954
5957,11747
5958,6351
5959,5353
5960,12083
5961,9649
5962,3743
5963,11209
5964,10111
5965,5391
5966,11946
5967,592
5968,1662
5969,8554
5970,5586
5971,5118
5972,8812
5973,2018
5974,15149
5975,203
5976,10929
5977,7622
5978,8905
5979,14825
5980,12413
5981,8365
5982,1661
5983,2469
5984,10271
5985,970
5986,7370
5987,8200
5988,5946
5989,6143
5990,13507
5991,3387
5992,10257
5993,4160
5994,14253
5995,5431
5996,6009
5997,15730
5998,4034
5999,1177
6000,134
6001,4306
6002,14798
6003,7861
6004,5198
6005,3165
6006,3551
6007,8163
6008,14972
6009,7572
6010,3288
6011,15007
6012,6177
6013,8227
6014,13383
6015,12005
6016,15248
6017,14808
6018,10824
6019,11170
6020,2408
6021,13472
6022,12373
6023,3933
6024,8583
6025,9526
6026,2617
6027,13131
6028,5346
6029,3764
6030,865
6031,8683
6032,2760
6033,14373
6034,8036
6035,5844
6036,13098
6037,13788
6038,9778
6039,12082
6040,5300
6041,10146
6042,7093
6043,1913
6044,7788
6045,9956
6046,2471
6047,14192
6048,12220
6049,14389
6050,709
6051,11792
6052,11896
6053,5057
6054,8955
6055,5900
6056,15262
6057,13136
6058,7044
6059,2733
6060,5551
6061,11005
6062,5531
6063,10749
6064,12283
6065,3183
6066,10623
6067,1008
6068,6433
6069,8167
6070,12586
6071,15412
6072,3642
6073,11142
6074,14098
6075,7201
6076,5290
6077,10907
6078,6605
6079,10299
6080,4653
6081,4787
6082,9208
6083,12025
6084,13838
6085,11252
6086,7862
6087,11955
6088,9592
6089,12609
6090,4170
6091,10961
6092,3218
6093,11179
6094,7252
6095,13519
6096,2668
6097,9504
6098,6685
6099,4883
6100,2347
6101,11304
6102,14957
6103,12476
6104,7372
6105,7706
6106,756
6107,6832
6108,562
6109,12239
6110,8500
6111,8599
6112,3131
6113,3160
6114,1401
6115,6742
6116,12329
6117,5655
6118,11601
6119,324
6120,33
6121,3349
6122,5837
6123,15123
6124,14642
6125,479
6126,9006
6127,5137
6128,14774
6129,3778
6130,4329
6131,6126
6132,12426
6133,7986
6134,12371
6135,1900
6136,13069
6137,12878
6138,4930
6139,12747
6140,2392
6141,8350
6142,1029
6143,7595
6144,12470
6145,15291
6146,5434
6147,9184
6148,8266
6149,7403
6150,5802
6151,830
6152,12689
6153,450
6154,1910
6155,8822
6156,3389
6157,176
6158,1872
6159,4818
6160,4845
6161,3637
6162,12002
6163,13451
6164,6768
6165,10578
6166,3374
6167,14052
6168,7937
6169,12664
6170,985
6171,4217
6172,10344
6173,13925
6174,12300
6175,2561
6176,10388
6177,11308
6178,8010
6179,11264
6180,12080
6181,13564
6182,3973
6183,7256
6184,12023
6185,5868
6186,4992
6187,11763
6188,5660
6189,7155
6190,7647
6191,11611
6192,7811
6193,3401
6194,6669
6195,6945
6196,15479
6197,3936
6198,12151
6199,4967
6200,8467
6201,8462
6202,8118
6203,4014
6204,3692
6205,2038
6206,7912
6207,14832
6208,10283
6209,10809
6210,825
6211,710
6212,15269
6213,9393
6214,14201
6215,5504
6216,9215
6217,6737
6218,2606
6219,5825
6220,4706
6221,12645
6222,13545
6223,15376
6224,8055
6225,6509
6226,3855
6227,511
6228,9846
6229,7248
6230,6507
6231,1380
6232,6909
6233,11571
6234,8544
6235,14188
6236,15628
6237,6876
6238,12633
6239,9046
6240,12686
6241,1172
6242,987
6243,13992
6244,5973
6245,3122
6246,14916
6247,4125
6248,5530
6249,3546
6250,10584
6251,2900
6252,5938
6253,12196
6254,11105
6255,8347
6256,7016
6257,7281
6258,1398
6259,12052
6260,11280
6261,9436
6262,9804
6263,5741
6264,12519
6265,8800
6266,832
6267,8437
6268,4325
6269,29
6270,6223
6271,7694
6272,5697
6273,9787
6274,2806
6275,4566
6276,8523
6277,12114
6278,1516
6279,3844
6280,1677
6281,10336
6282,12137
6283,3143
6284,7906
6285,5731
6286,10502
6287,2218
6288,14615
6289,6316
6290,12369
6291,3009
6292,2436
6293,14183
6294,10852
6295,2782
6296,12372
6297,7515
6298,895
6299,5491
6300,1156
6301,2626
6302,14461
6303,3661
6304,1887
6305,8580
6306,4282
6307,6667
6308,3492
6309,705
6310,8164
6311,3659
6312,2348
6313,13008
6314,1652
6315,13491
6316,13969
6317,552
6318,3409
6319,11741
6320,10971
6321,4939
6322,7387
6323,10045
6324,2831
6325,10365
6326,1237
6327,14430
6328,8006
6329,250
6330,8989
6331,2761
6332,2083
6333,14250
6334,11194
6335,6495
6336,1233
6337,11388
6338,10723
6339,6049
6340,6827
6341,10539
6342,13118
6343,798
6344,1670
6345,2358
6346,1992
6347,5023
6348,3027
6349,8655
6350,384
6351,12346
6352,4412
6353,10815
6354,15370
6355,14027
6356,13144
6357,6970
6358,2653
6359,7473
6360,10979
6361,11847
6362,13166
6363,8257
6364,2814
6365,12817
6366,6151
6367,9455
6368,5822
6369,15252
6370,12274
6371,13655
6372,2107
6373,13395
6374,2618
6375,1538
6376,11953
6377,11819
6378,9339
6379,814
6380,8181
6381,8633
6382,8811
6383,800
6384,5565
6385,7400
6386,9806
6387,8568
6388,2598
6389,12509
6390,15004
6391,7171
6392,9890
6393,9827
6394,3153
6395,13791
6396,834
6397,9995
6398,4460
6399,6259
6400,4441
6401,14055
6402,12148
6403,11433
6404,15689
6405,1362
6406,4002
6407,10938
6408,14229
6409,12533
6410,2731
6411,15607
6412,3650
6413,13681
6414,7228
6415,6085
6416,7417
6417,11015
6418,12305
6419,946
6420,1853
6421,7452
6422,467
6423,2366
6424,320
6425,9481
6426,2327
6427,8137
6428,3392
6429,872
6430,12036
6431,13965
6432,5393
6433,14065
6434,4232
6435,8054
6436,6697
6437,13473
6438,9432
6439,1181
6440,7180
6441,11943
6442,12127
6443,7487
6444,11952
6445,2575
6446,5897
6447,15741
6448,6578
6449,11220
6450,13151
6451,10524
6452,15429
6453,11024
6454,2948
6455,15457
6456,342
6457,3768
6458,5626
6459,1791
6460,2197
6461,10013
6462,12473
6463,6479
6464,3666
6465,14769
6466,1123
6467,10800
6468,12791
6469,3285
6470,12800
6471,10033
6472,5406
6473,9807
6474,90
6475,10953
6476,13421
6477,13465
6478,4613
6479,13354
6480,5690
6481,11332
6482,9475
6483,14663
6484,15716
6485,7913
6486,15318
6487,3320
6488,5095
6489,12540
6490,2719
6491,11400
6492,12584
6493,13971
6494,9713
6495,5965
6496,7336
6497,5862
6498,10620
6499,2556
6500,1754
6501,14046
6502,14069
6503,11983
6504,9086
6505,11398
6506,1475
6507,11361
6508,4646
6509,12701
6510,10923
6511,4916
6512,4438
6513,15420
6514,10056
6515,10186
6516,12574
6517,1257
6518,2515
6519,1131
6520,4297
6521,12099
6522,3447
6523,4080
6524,59
6525,1585
6526,1381
6527,7244
6528,9451
6529,8634
6530,15326
6531,1157
6532,14307
6533,3891
6534,1019
6535,10591
6536,11447
6537,11377
6538,538
6539,14276
6540,6424
6541,76
6542,7630
6543,7865
6544,6995
6545,9789
6546,8738
6547,254
6548,9760
6549,8298
6550,2920
6551,2711
6552,4488
6553,8182
6554,4202
6555,12433
6556,13529
6557,11043
6558,15396
6559,96
6560,13773
6561,10715
6562,5271
6563,8753
6564,2119
6565,14143
6566,15201
6567,12112
6568,6311
6569,11275
6570,9969
6571,11365
6572,1931
6573,8818
6574,9855
6575,13201
6576,4405
6577,13039
6578,1601
6579,12258
6580,2553
6581,4134
6582,14732
6583,8694
6584,10970
6585,907
6586,8954
6587,4685
6588,8963
6589,13117
6590,717
6591,7653
6592,3305
6593,11624
6594,8606
6595,7095
6596,8099
6597,4158
6598,9752
6599,2414
6600,12956
6601,11109
6602,6337
6603,7205
6604,12867
6605,14512
6606,1038
6607,12113
6608,12637
6609,8018
6610,3614
6611,964
6612,9632
6613,2230
6614,11765
6615,10547
6616,5425
6617,10313
6618,819
6619,8469
6620,4421
6621,9800
6622,2977
6623,13174
6624,9776
6625,1579
6626,14159
6627,5853
6628,12748
6629,5452
6630,4314
6631,15244
6632,11060
6633,9638
6634,2496
6635,2906
6636,9532
6637,3358
6638,1826
6639,2135
6640,1444
6641,8337
6642,12388
6643,7161
6644,12896
6645,12589
6646,7950
6647,1117
6648,12201
6649,3059
6650,4699
6651,12221
6652,15640
6653,11557
6654,3191
6655,14416
6656,14491
6657,6159
6658,14113
6659,9589
6660,9715
6661,972
6662,15743
6663,58
6664,11165
6665,10992
6666,2082
6667,9245
6668,7345
6669,5508
6670,5126
6671,5983
6672,216
6673,6796
6674,3486
6675,6092
6676,7146
6677,8735
6678,471
6679,10309
6680,15535
6681,11311
6682,14795
6683,11518
6684,11107
6685,10277
6686,1726
6687,2940
6688,5130
6689,3680
6690,1050
6691,13736
6692,15514
6693,6078
6694,11614
6695,4700
6696,10220
6697,4676
6698,6142
6699,13059
6700,5294
6701,1924
6702,928
6703,11241
6704,12242
6705,9422
6706,9748
6707,5735
6708,13242
6709,4690
6710,10892
6711,2799
6712,62
6713,15648
6714,8307
6715,1130
6716,5955
6717,8271
6718,3088
6719,1964
6720,9287
6721,11894
6722,13450
6723,13951
6724,12756
6725,2104
6726,10273
6727,11560
6728,14123
6729,4162
6730,15347
6731,7631
6732,1618
6733,11931
6734,10367
6735,8791
6736,9285
6737,626
6738,2854
6739,363
6740,5309
6741,6419
6742,12124
6743,1128
6744,1782
6745,1641
6746,2517
6747,8235
6748,11612
6749,13126
6750,3186
6751,13236
6752,14639
6753,13220
6754,11547
6755,10244
6756,9109
6757,15031
6758,4976
6759,13523
6760,10222
6761,10462
6762,1631
6763,7867
6764,6240
6765,5553
6766,697
6767,3617
6768,9957
6769,11115
6770,1804
6771,14729
6772,7393
6773,10296
6774,3360
6775,12344
6776,14807
6777,12910
6778,2356
6779,2635
6780,10160
6781,3554
6782,2627
6783,13218
6784,11428
6785,5373
6786,12926
6787,2655
6788,14427
6789,3117
6790,14352
6791,13386
6792,11942
6793,4159
6794,3016
6795,12065
6796,10876
6797,14145
6798,13189
6799,14391
6800,6444
6801,3514
6802,10768
6803,1709
6804,3841
6805,1443
6806,14116
6807,7309
6808,4475
6809,15351
6810,5407
6811,3368
6812,6534
6813,10138
6814,9413
6815,12782
6816,13806
6817,14604
6818,3274
6819,6172
6820,3170
6821,3879
6822,7322
6823,5848
6824,13500
6825,8711
6826,7770
6827,10681
6828,566
6829,6828
6830,10052
6831,12087
6832,440
6833,3021
6834,404
6835,1030
6836,11457
6837,469
6838,4556
6839,605
6840,15114
6841,12607
6842,3929
6843,9242
6844,15163
6845,5712
6846,6787
6847,5931
6848,1409
6849,15524
6850,1486
6851,12897
6852,10060
6853,13627
6854,2890
6855,13954
6856,4785
6857,11774
6858,2981
6859,14672
6860,11462
6861,2287
6862,2447
6863,6521
6864,859
6865,15626
6866,2661
6867,4480
6868,14986
6869,12652
6870,11129
6871,7523
6872,3660
6873,12141
6874,7852
6875,2596
6876,2511
6877,11281
6878,6284
6879,119
6880,1984
6881,10764
6882,2116
6883,14003
6884,15204
6885,1760
6886,1751
6887,13418
6888,10301
6889,5245
6890,307
6891,8225
6892,1031
6893,8729
6894,6453
6895,8211
6896,11097
6897,2572
6898,11474
6899,2395
6900,15556
6901,8441
6902,10428
6903,5347
6904,6111
6905,14675
6906,8100
6907,14549
6908,14983
6909,1885
6910,6830
6911,3022
6912,3607
6913,14518
6914,10845
6915,6700
6916,6107
6917,4375
6918,3985
6919,1080
6920,10850
6921,7214
6922,9628
6923,14550
6924,11128
6925,10847
6926,5142
6927,1800
6928,12387
6929,10154
6930,7380
6931,14728
6932,3698
6933,15608
6934,6886
6935,5169
6936,15548
6937,8848
6938,13280
6939,2703
6940,14016
6941,10840
6942,12332
6943,9978
6944,35
6945,11432
6946,13825
6947,627
6948,303
6949,7643
6950,1168
6951,2041
6952,1108
6953,4281
6954,6533
6955,11995
6956,9783
6957,10711
6958,12992
6959,14431
6960,8953
6961,8474
6962,9017
6963,460
6964,15441
6965,1066
6966,2200
6967,2969
6968,2016
6969,15618
6970,577
6971,6504
6972,1619
6973,9068
6974,6767
6975,11865
6976,6951
6977,9328
6978,9130
6979,3986
6980,1884
6981,10557
6982,2181
6983,1775
6984,6597
6985,1288
6986,7766
6987,1374
6988,12408
6989,13325
6990,8961
6991,158
6992,4515
6993,1639
6994,9073
6995,7107
6996,4099
6997,11131
6998,9672
6999,2178
7000,6133
7001,8155
7002,2605
7003,15171
7004,2566
7005,4401
7006,3753
7007,13208
7008,13332
7009,12041
7010,3885
7011,10857
7012,11127
7013,6490
7014,10936
7015,14578
7016,4302
7017,13595
7018,2420
7019,8545
7020,1081
7021,12110
7022,2745
7023,8635
7024,6430
7025,3471
7026,2704
7027,1275
7028,10414
7029,13684
7030,4809
7031,6942
7032,12306
7033,5721
7034,5280
7035,3704
7036,1269
7037,7121
7038,8342
7039,12516
7040,14454
7041,15477
7042,7064
7043,10969
7044,13948
7045,4084
7046,3565
7047,7088
7048,5510
7049,2709
7050,7500
7051,8614
7052,6271
7053,10001
7054,15327
7055,6622
7056,7510
7057,8119
7058,12947
7059,3180
7060,2252
7061,6386
7062,6524
7063,4820
7064,14162
7065,543
7066,5459
7067,11751
7068,50
7069,11703
7070,6157
7071,10995
7072,11691
7073,494
7074,13855
7075,1423
7076,4865
7077,6611
7078,11023
7079,4118
7080,7390
7081,12620
7082,15683
7083,10113
7084,9939
7085,6692
7086,5292
7087,9271
7088,1558
7089,9699
7090,6326
7091,4126
7092,4581
7093,14915
7094,344
7095,6124
7096,15310
7097,2357
7098,7104
7099,3365
7100,7843
7101,7623
7102,10795
7103,8510
7104,9224
7105,11832
7106,9463
7107,9771
7108,1880
7109,7229
7110,13520
7111,12697
7112,14756
7113,6299
7114,7729
7115,8309
7116,53
7117,13890
7118,4934
7119,4780
7120,2042
7121,15160
7122,12238
7123,9818
7124,15704
7125,2883
7126,601
7127,14251
7128,7006
7129,15103
7130,9494
7131,14657
7132,14462
7133,14757
7134,2237
7135,5453
7136,12070
7137,8949
7138,2390
7139,8734
7140,962
7141,8874
7142,4507
7143,1528
7144,3655
7145,11690
7146,7099
7147,5686
7148,6809
7149,7327
7150,857
7151,8856
7152,5578
7153,12730
7154,3323
7155,8459
7156,497
7157,13699
7158,9337
7159,11401
7160,7126
7161,4510
7162,3618
7163,8288
7164,1023
7165,6067
7166,14104
7167,11130
7168,7315
7169,8328
7170,11437
7171,4255
7172,8272
7173,1539
7174,6837
7175,292
7176,7596
7177,72
7178,7069
7179,5612
7180,10739
7181,12617
7182,7196
7183,3656
7184,15301
7185,6959
7186,7566
7187,1209
7188,15738
7189,1009
7190,3064
7191,6574
7192,15032
7193,14809
7194,5792
7195,672
7196,5678
7197,11495
7198,4649
7199,3945
7200,12891
7201,1274
7202,2720
7203,6290
7204,14420
7205,10232
7206,8529
7207,4024
7208,1379
7209,8913
7210,7748
7211,7505
7212,609
7213,7061
7214,10329
7215,5656
7216,7301
7217,2426
7218,12628
7219,5052
7220,2492
7221,7453
7222,4598
7223,6831
7224,10615
7225,6361
7226,11257
7227,11733
7228,9757
7229,6425
7230,14829
7231,15442
7232,10078
7233,3961
7234,530
7235,4594
7236,14594
7237,906
7238,12824
7239,6463
7240,12202
7241,10007
7242,623
